Timestamp,Username,VideoID,Comment,Date,Cleaning,Normalisasi,Tokenization,Stopwords_Removal,Stemming,Translated,Sentiment_polarity,Sentiment
2024-07-22T10:10:24Z,@aliefr.p.official5203,FE4iq7BzZAA,TRump VS Cewek,2024-07-22T10:10:24Z,trump vs cewek,trump vs cewek,"['trump', 'vs', 'cewek']","['trump', 'vs', 'cewek']",trump vs cewek,Trump vs Girl,0.0,neutral
2024-07-22T09:59:43Z,@kanjiroohimamoto5684,FE4iq7BzZAA,"Padahal gua ngedukung si biden, biar makin ancur amerika klo biden jdi presiden 😂😂",2024-07-22T09:59:43Z,padahal gua ngedukung si biden biar makin ancur amerika klo biden jdi presiden,padahal gua mendukung sih biden biar makin hancur amerika kalau biden jadi presiden,"['padahal', 'gua', 'mendukung', 'sih', 'biden', 'biar', 'makin', 'hancur', 'amerika', 'kalau', 'biden', 'jadi', 'presiden']","['gua', 'mendukung', 'sih', 'biden', 'biar', 'hancur', 'amerika', 'biden', 'presiden']",gua dukung sih biden biar hancur amerika biden presiden,I support Biden so that America can be destroyed by President Biden,0.0,neutral
2024-07-22T09:53:15Z,@suwandawanda1412,FE4iq7BzZAA,Alhamdulillah gak ada yang abadi di dunia ini semoga cepat bertemu malaikat Izrail ya 🇮🇩🇵🇸,2024-07-22T09:53:15Z,alhamdulillah gak ada yang abadi di dunia ini semoga cepat bertemu malaikat izrail ya,alhamdulillah tidak ada yang abadi di dunia ini semoga cepat bertemu malaikat izrail ya,"['alhamdulillah', 'tidak', 'ada', 'yang', 'abadi', 'di', 'dunia', 'ini', 'semoga', 'cepat', 'bertemu', 'malaikat', 'izrail', 'ya']","['alhamdulillah', 'abadi', 'dunia', 'semoga', 'cepat', 'bertemu', 'malaikat', 'izrail']",alhamdulillah abadi dunia moga cepat temu malaikat izrail,"Alhamdulillah, the world is eternal, may you soon meet the angel of Israel",0.0,neutral
2024-07-22T09:41:19Z,@mahesaadam4247,FE4iq7BzZAA,"Jadi gini teori konspirasi nya.<br>Biden membayar seorang penembak jitu (sniper) untuk menghabisi Donald Trump, agar lebih mudah untuk memenangkan pilpres mendatang.<br>Tapi sayangnya gagal, sang penembak jitu harus tewas seketika ketika di tembak balik oleh secret service Amerika.<br>Dan itu membuat Biden putus asa dan malu jika harus terus bersaing dengan Trump yg jelas lebih unggul dan kuat.<br>Itulah alasannya kenapa Biden mundur dari pilpres <br><br><br>Fyi ini cmn teori konspirasi aja yak",2024-07-22T09:42:45Z,jadi gini teori konspirasi nya biden membayar seorang penembak jitu sniper untuk menghabisi donald trump agar lebih mudah untuk memenangkan pilpres mendatang tapi sayangnya gagal sang penembak jitu harus tewas seketika ketika di tembak balik oleh secret service amerika dan itu membuat biden putus asa dan malu jika harus terus bersaing dengan trump yg jelas lebih unggul dan kuat itulah alasannya kenapa biden mundur dari pilpres fyi ini cmn teori konspirasi aja yak,jadi begini teori konspirasi ya biden membayar seorang penembak jitu sniper untuk menghabisi donald trump agar lebih mudah untuk memenangkan pilpres mendatang tapi sayangnya gagal sang penembak jitu harus tewas seketika ketika di tembak balik oleh secret service amerika dan itu membuat biden putus asa dan malu jika harus terus bersaing dengan trump yang jelas lebih unggul dan kuat itulah alasannya kenapa biden mundur dari pilpres fyi ini cuman teori konspirasi saja ya,"['jadi', 'begini', 'teori', 'konspirasi', 'ya', 'biden', 'membayar', 'seorang', 'penembak', 'jitu', 'sniper', 'untuk', 'menghabisi', 'donald', 'trump', 'agar', 'lebih', 'mudah', 'untuk', 'memenangkan', 'pilpres', 'mendatang', 'tapi', 'sayangnya', 'gagal', 'sang', 'penembak', 'jitu', 'harus', 'tewas', 'seketika', 'ketika', 'di', 'tembak', 'balik', 'oleh', 'secret', 'service', 'amerika', 'dan', 'itu', 'membuat', 'biden', 'putus', 'asa', 'dan', 'malu', 'jika', 'harus', 'terus', 'bersaing', 'dengan', 'trump', 'yang', 'jelas', 'lebih', 'unggul', 'dan', 'kuat', 'itulah', 'alasannya', 'kenapa', 'biden', 'mundur', 'dari', 'pilpres', 'fyi', 'ini', 'cuman', 'teori', 'konspirasi', 'saja', 'ya']","['teori', 'konspirasi', 'biden', 'membayar', 'penembak', 'jitu', 'sniper', 'menghabisi', 'donald', 'trump', 'mudah', 'memenangkan', 'pilpres', 'sayangnya', 'gagal', 'sang', 'penembak', 'jitu', 'tewas', 'tembak', 'secret', 'service', 'amerika', 'biden', 'putus', 'asa', 'malu', 'bersaing', 'trump', 'unggul', 'kuat', 'alasannya', 'biden', 'mundur', 'pilpres', 'fyi', 'cuman', 'teori', 'konspirasi']",teori konspirasi biden bayar tembak jitu sniper habis donald trump mudah menang pilpres sayang gagal sang tembak jitu tewas tembak secret service amerika biden putus asa malu saing trump unggul kuat alas biden mundur pilpres fyi cuman teori konspirasi,"Conspiracy theory Biden paid for sniper sniper shooting ended Donald Trump easily won the presidential election, unfortunately the sniper failed, the sniper was killed by the American secret service, Biden is desperate, embarrassed, competitive, Trump has a strong lead, Alas, Biden withdrew from the presidential election, FYI, it's just a conspiracy theory",-0.1925925925925926,negative
2024-07-22T08:51:11Z,@matteobruni-wb9bi,FE4iq7BzZAA,"Mending punya etika, gak kaya konoha",2024-07-22T08:51:11Z,mending punya etika gak kaya konoha,mending punya etika tidak kayak konoha,"['mending', 'punya', 'etika', 'tidak', 'kayak', 'konoha']","['mending', 'etika', 'kayak', 'konoha']",mending etika kayak konoha,Better ethics like Konoha,0.5,positive
2024-07-22T08:48:23Z,@tiongabang9501,FE4iq7BzZAA,Gara - gara sniper nih😊😊😊,2024-07-22T08:48:23Z,gara gara sniper nih,gara gara sniper nih,"['gara', 'gara', 'sniper', 'nih']","['gara', 'gara', 'sniper', 'nih']",gara gara sniper nih,it's because of the sniper,0.0,neutral
2024-07-22T08:32:21Z,@RiaJumika,FE4iq7BzZAA,"Udh aki² lebih baik banyak beramal sholeh dan berbuat baik,ga ush sibuk dgn dunia,krn sebentar lagi dunia yg akan meninggalkan mu,dan apa telah di lakukan semasa hdp akan di mintai pertanggung jwaban,di saat itulah diri akn menyesal",2024-07-22T08:32:21Z,udh aki lebih baik banyak beramal sholeh dan berbuat baikga ush sibuk dgn duniakrn sebentar lagi dunia yg akan meninggalkan mudan apa telah di lakukan semasa hdp akan di mintai pertanggung jwabandi saat itulah diri akn menyesal,sudah aki lebih baik banyak beramal sholeh dan berbuat baikga usah sibuk dengan duniakrn sebentar lagi dunia yang akan meninggalkan mudan apa telah di lakukan semasa hidup akan di mintai pertanggung jwabandi saat itulah diri akan menyesal,"['sudah', 'aki', 'lebih', 'baik', 'banyak', 'beramal', 'sholeh', 'dan', 'berbuat', 'baikga', 'usah', 'sibuk', 'dengan', 'duniakrn', 'sebentar', 'lagi', 'dunia', 'yang', 'akan', 'meninggalkan', 'mudan', 'apa', 'telah', 'di', 'lakukan', 'semasa', 'hidup', 'akan', 'di', 'mintai', 'pertanggung', 'jwabandi', 'saat', 'itulah', 'diri', 'akan', 'menyesal']","['aki', 'beramal', 'sholeh', 'berbuat', 'baikga', 'sibuk', 'duniakrn', 'sebentar', 'dunia', 'meninggalkan', 'mudan', 'lakukan', 'hidup', 'mintai', 'pertanggung', 'jwabandi', 'menyesal']",aki amal sholeh buat baikga sibuk duniakrn sebentar dunia tinggal mud laku hidup minta tanggung jwabandi sesal,"The act of good deeds is good for not being busy with the world, because for a while the world is just young, selling life, asking for responsibility and regrets",0.3,positive
2024-07-22T08:04:55Z,@user-yp2ck5zy8g,FE4iq7BzZAA,"Negara maju ya begitu 👍,klau sdh tidak becus dlm segala langsung mundur sja, apalagi diduga terlibat penembakan capres trump.<br>Tp klau di negeri ini oknum menteri yg nggak becus malah dianggap hebat,omon²,nggak berilmu,tdk berprestasi dll,malah semakin ngawur dinstitusinya",2024-07-22T08:04:55Z,negara maju ya begitu klau sdh tidak becus dlm segala langsung mundur sja apalagi diduga terlibat penembakan capres trump tp klau di negeri ini oknum menteri yg nggak becus malah dianggap hebatomonnggak berilmutdk berprestasi dllmalah semakin ngawur dinstitusinya,negara maju ya begitu kalau sudah tidak becus dalam segala langsung mundur saja apalagi diduga terlibat penembakan capres trump tapi kalau di negeri ini oknum menteri yang tidak becus malah dianggap hebatomonnggak berilmutdk berprestasi dllmalah semakin ngawur dinstitusinya,"['negara', 'maju', 'ya', 'begitu', 'kalau', 'sudah', 'tidak', 'becus', 'dalam', 'segala', 'langsung', 'mundur', 'saja', 'apalagi', 'diduga', 'terlibat', 'penembakan', 'capres', 'trump', 'tapi', 'kalau', 'di', 'negeri', 'ini', 'oknum', 'menteri', 'yang', 'tidak', 'becus', 'malah', 'dianggap', 'hebatomonnggak', 'berilmutdk', 'berprestasi', 'dllmalah', 'semakin', 'ngawur', 'dinstitusinya']","['negara', 'maju', 'becus', 'langsung', 'mundur', 'diduga', 'terlibat', 'penembakan', 'capres', 'trump', 'negeri', 'oknum', 'menteri', 'becus', 'dianggap', 'hebatomonnggak', 'berilmutdk', 'berprestasi', 'dllmalah', 'ngawur', 'dinstitusinya']",negara maju becus langsung mundur duga libat tembak capres trump negeri oknum menteri becus anggap hebatomonnggak berilmutdk prestasi dllmalah ngawur dinstitusinya,"Developed countries can immediately resign alleging that they were involved in shooting Trump's presidential candidate. Ministers can think that they are great, they don't have knowledge, they don't have achievements, etc. In fact, their institutions are inconsequential",0.45,positive
2024-07-22T08:01:16Z,@seftylianihrp4590,FE4iq7BzZAA,Nggak kuat jantungnya dengar gertakan Putin makanya g mau diperpanjang lagi itu artinya perang rusia Ukraina akan selesai dan Ukraina menyerah,2024-07-22T08:01:16Z,nggak kuat jantungnya dengar gertakan putin makanya g mau diperpanjang lagi itu artinya perang rusia ukraina akan selesai dan ukraina menyerah,tidak kuat jantungnya dengar gertakan putin makanya tidak mau diperpanjang lagi itu artinya perang rusia ukraina akan selesai dan ukraina menyerah,"['tidak', 'kuat', 'jantungnya', 'dengar', 'gertakan', 'putin', 'makanya', 'tidak', 'mau', 'diperpanjang', 'lagi', 'itu', 'artinya', 'perang', 'rusia', 'ukraina', 'akan', 'selesai', 'dan', 'ukraina', 'menyerah']","['kuat', 'jantungnya', 'dengar', 'gertakan', 'putin', 'diperpanjang', 'perang', 'rusia', 'ukraina', 'selesai', 'ukraina', 'menyerah']",kuat jantung dengar gertak putin panjang perang rusia ukraina selesai ukraina serah,"Have a strong heart, listen to Putin's long bluff, the Russian-Ukrainian war is over, Ukraine surrenders",0.19166666666666668,positive
2024-07-22T07:56:13Z,@fatimzahro8776,FE4iq7BzZAA,"Wantunya sitirahat, biar dunia aman",2024-07-22T07:56:13Z,wantunya sitirahat biar dunia aman,wantunya sitirahat biar dunia aman,"['wantunya', 'sitirahat', 'biar', 'dunia', 'aman']","['wantunya', 'sitirahat', 'biar', 'dunia', 'aman']",wantunya sitirahat biar dunia aman,I want to rest so that the world is safe,0.5,positive
2024-07-22T07:39:52Z,@user-re1rs6nq9m,FE4iq7BzZAA,Klu soal keamanan dunia Trump gak suka perang lebih suka perang ekonomi lawannya pun sejajar Tiongkok TPI klu soal Palestina Trump lebih ganas dari pada biden,2024-07-22T07:39:52Z,klu soal keamanan dunia trump gak suka perang lebih suka perang ekonomi lawannya pun sejajar tiongkok tpi klu soal palestina trump lebih ganas dari pada biden,kalau soal keamanan dunia trump tidak suka perang lebih suka perang ekonomi lawannya pun sejajar tiongkok tapi kalau soal palestina trump lebih ganas dari pada biden,"['kalau', 'soal', 'keamanan', 'dunia', 'trump', 'tidak', 'suka', 'perang', 'lebih', 'suka', 'perang', 'ekonomi', 'lawannya', 'pun', 'sejajar', 'tiongkok', 'tapi', 'kalau', 'soal', 'palestina', 'trump', 'lebih', 'ganas', 'dari', 'pada', 'biden']","['keamanan', 'dunia', 'trump', 'suka', 'perang', 'suka', 'perang', 'ekonomi', 'lawannya', 'sejajar', 'tiongkok', 'palestina', 'trump', 'ganas', 'biden']",aman dunia trump suka perang suka perang ekonomi lawan sejajar tiongkok palestina trump ganas biden,"Safe world, Trump likes war, likes economic war, parallel opponents, China, Palestine, Trump is vicious, Biden",-0.07500000000000001,negative
2024-07-22T07:31:25Z,@dedydarmawan1762,FE4iq7BzZAA,ga perduli,2024-07-22T07:31:25Z,ga perduli,tidak perduli,"['tidak', 'perduli']",['perduli'],duli,duli,0.0,neutral
2024-07-22T07:28:31Z,@Lee.Hsien-Yung,FE4iq7BzZAA,Joe Biden memang pantas untuk mundur daripada ikut nyapres lagi,2024-07-22T07:28:31Z,joe biden memang pantas untuk mundur daripada ikut nyapres lagi,joe biden memang pantas untuk mundur daripada ikut nyapres lagi,"['joe', 'biden', 'memang', 'pantas', 'untuk', 'mundur', 'daripada', 'ikut', 'nyapres', 'lagi']","['joe', 'biden', 'mundur', 'nyapres']",joe biden mundur nyapres,Joe Biden resigns as president,0.0,neutral
